C4BE84	Texas Instruments.
2818FD	Aditya Infotech Ltd.
1040F3	Apple
00E0B9	BYAS SYSTEMS
000A74	Manticom Networks Inc.
AC867E	Create New Technology (HK) Limited Company
001C32	Telian Corporation
C4EBE3	RRCN SAS
0005BA	Area Netwoeks, Inc.
64D4BD	ALPS ELECTRIC CO.,LTD.
1C8341	Hefei Bitland Information Technology Co.Ltd
D46F42	WAXESS USA Inc
0002EC	Maschoff Design Engineering
0019C7	Cambridge Industries(Group) Co.,Ltd.
00D0E5	SOLIDUM SYSTEMS CORP.
487119	SGB GROUP LTD.
0838A5	Funkwerk plettac electronic GmbH
0022EF	iWDL Technologies
001B48	Shenzhen Lantech Electronics Co., Ltd.
000C71	Wybron, Inc
000A06	Teledex LLC
0014F1	CISCO SYSTEMS, INC.
000D4A	Steag ETA-Optik
000629	IBM Corp
C4E032	IEEE 1904.1 Working Group
380197	Toshiba Samsung Storage Technolgoy Korea Corporation
000EC0	Nortel Networks
001B4C	Signtech
BC4377	Hang Zhou Huite Technology Co.,ltd.
001FCE	QTECH LLC
00129C	Yulinet
00B086	LocSoft Limited
000DDD	Profilo Telra Elektronik Sanayi ve Ticaret. A.艦
0002F3	Media Serve Co., Ltd.
001974	AboCom Systems, Inc.
789684	ARRIS Group, Inc.
000E8F	Sercomm Corp.
B0750C	QA Cafe
54A54B	NSC Communications Siberia Ltd
30D46A	Autosales Incorporated
00115D	CISCO SYSTEMS, INC.
001159	MATISSE NETWORKS INC
4C2C80	Beijing Skyway Technologies Co.,Ltd
00A0D4	RADIOLAN,  INC.
A07591	Samsung Electronics Co.,Ltd
30B216	Hytec Geraetebau GmbH
6405BE	NEW LIGHT LED
6C23B9	Sony Ericsson Mobile Communications AB
E8C74F	Liteon Technology Corporation
0060EE	APOLLO
001291	KWS Computersysteme GmbH
00136F	PacketMotion, Inc.
40B837	Sony Mobile Communications AB
38CA97	Contour Design LLC
0080BD	THE FURUKAWA ELECTRIC CO., LTD
000CFC	S2io Technologies Corp
000A87	Integrated Micromachines Inc.
00126E	Seidel Elektronik GmbH Nfg.KG
001B9C	SATEL sp. z o.o.
60A44C	ASUSTek COMPUTER INC.
000151	Ensemble Communications
D4C1FC	Nokia Corporation
0004EA	Hewlett-Packard Company
90004E	Hon Hai Precision Ind. Co.,Ltd.
005073	CISCO SYSTEMS, INC.
008007	DLOG NC-SYSTEME
000DC3	First Communication, Inc.
5C0A5B	SAMSUNG ELECTRO-MECHANICS CO., LTD.
001D54	Sunnic Technology & Merchandise INC.
0003E3	CISCO SYSTEMS, INC.
78A106	TP-LINK TECHNOLOGIES CO.,LTD.
000E7B	Toshiba
0030EE	DSG Technology, Inc.
001FB3	2Wire
00E0F5	TELES AG
00D09B	SPECTEL LTD.
0005DC	CISCO SYSTEMS, INC.
00D0F8	FUJIAN STAR TERMINAL
0030F1	Accton Technology Corp.
B8C3BF	Henan Chengshi NetWork Technology Co.锛孡td
0014C8	Contemporary Research Corp
000AF9	HiConnect, Inc.
001917	Posiflex Inc.
005086	TELKOM SA, LTD.
008046	Tattile SRL
D8977C	Grey Innovation
00191B	Sputnik Engineering AG
D855A3	zte corporation
00090C	Mayekawa Mfg. Co. Ltd.
6C2056	Cisco
000385	Actelis Networks, Inc.
00131E	Peiker acustic GmbH & Co. KG
A8E018	Nokia Corporation
606944	Apple, Inc
0012B4	Work Microwave GmbH
70D880	Upos System sp. z o.o.
B462AD	raytest GmbH
0CBF15	Genetec
000B35	Quad Bit System co., Ltd.
0005B6	INSYS Microelectronics GmbH
60735C	Cisco
00138E	FOAB Elektronik AB
000E4B	atrium c and i
AC7289	Intel Corporate
08512E	Orion Diagnostica Oy
0000C5	ARRIS Group, Inc.
001522	Dea Security
0097FF	Heimann Sensor GmbH
B829F7	Blaster Tech
38A5B6	SHENZHEN MEGMEET ELECTRICAL CO.,LTD
90837A	General Electric Water & Process Technologies
000BE2	Lumenera Corporation
0005F3	Webyn
C4576E	Samsung Electronics Co.,LTD
040CCE	Apple
A49B13	Burroughs Payment Systems, Inc.
A49005	CHINA GREATWALL COMPUTER SHENZHEN CO.,LTD
0012C9	ARRIS Group, Inc.
20F002	MTData Developments Pty. Ltd.
000F91	Aerotelecom Co.,Ltd.
00066B	Sysmex Corporation
00050B	SICOM Systems, Inc.
001076	EUREM GmbH
BC5FF4	ASRock Incorporation
0023A4	New Concepts Development Corp.
0000B9	MCDONNELL DOUGLAS COMPUTER SYS
A0B5DA	HongKong THTF Co., Ltd
00036A	Mainnet, Ltd.
10FACE	Reacheng Communication Technology Co.,Ltd
188796	HTC Corporation
0022C4	epro GmbH
1C62B8	Samsung Electronics Co.,Ltd
002642	ARRIS Group, Inc.
0018E7	Cameo Communications, INC.
000A12	Azylex Technology, Inc
001E47	PT. Hariff Daya Tunggal Engineering
2C44FD	Hewlett Packard
848336	Newrun
0060B4	GLENAYRE R&D INC.
0019A0	NIHON DATA SYSTENS, INC.
089F97	LEROY AUTOMATION
001050	RION CO., LTD.
AC9E17	ASUSTek COMPUTER INC.
001C2B	Alertme.com Limited
60F3DA	Logic Way GmbH
0808C2	Samsung Electronics
001184	Humo Laboratory,Ltd.
A4934C	CISCO SYSTEMS, INC.
02CF1C	COMMUNICATION MACHINERY CORP.
000D43	DRS Tactical Systems Inc.
E8D4E0	Beijing BenyWave Technology Co., Ltd.
00060F	Narad Networks Inc
00165B	Grip Audio
00117C	e-zy.net
000335	Mirae Technology
E492E7	Gridlink Tech. Co.,Ltd.
000994	Cronyx Engineering
00906E	PRAXON, INC.
F8FB2F	Santur Corporation
001970	Z-Com, Inc.
001B95	VIDEO SYSTEMS SRL
001527	Balboa Instruments
000240	Seedek Co., Ltd.
B81413	Keen High Holding(HK) Ltd.
000F44	Tivella Inc.
00A0A8	RENEX CORPORATION
026086	LOGIC REPLACEMENT TECH. LTD.
BCF5AC	LG Electronics
4016FA	EKM Metering
8C90D3	Alcatel Lucent
F8A45F	Beijing Xiaomi communications co.,ltd
B8D812	IEEE REGISTRATION AUTHORITY  - Please see MAM public listing for more information.
7CACB2	Bosch Software Innovations GmbH
0016AF	Shenzhen Union Networks Equipment Co.,Ltd.
00200C	ADASTRA SYSTEMS CORP.
28E794	Microtime Computer Inc.
001FF5	Kongsberg Defence & Aerospace
000E14	Visionary Solutions, Inc.
3475C7	Avaya, Inc
001609	Unitech electronics co., ltd.
1832A2	LAON TECHNOLOGY CO., LTD.
00D0C1	HARMONIC DATA SYSTEMS, LTD.
001446	SuperVision Solutions LLC
34FA40	Guangzhou Robustel Technologies Co., Limited
40E793	Shenzhen Siviton Technology Co.,Ltd
00E06C	Ultra Electronics Limited (AEP Networks)
001A81	Zelax
0011D7	eWerks Inc
98DA92	Vuzix Corporation
403004	Apple
0007C7	Synectics Systems Limited
64C5AA	South African Broadcasting Corporation
00A0FE	BOSTON TECHNOLOGY, INC.
B081D8	I-sys Corp
CC047C	G-WAY Microwave
002525	CTERA Networks Ltd.
008019	DAYNA COMMUNICATIONS, INC.
000BF7	NIDEK CO.,LTD
001944	Fossil Partners, L.P.
0000D4	PURE DATA LTD.
0090ED	CENTRAL SYSTEM RESEARCH CO., LTD.
A8D236	Lightware Visual Engineering
001771	APD Communications Ltd
000347	Intel Corporation
4826E8	Tek-Air Systems, Inc.
001051	CMICRO CORPORATION
001986	Cheng Hongjian
B0C4E7	Samsung Electronics
001402	kk-electronic a/s
00E0AB	DIMAT S.A.
000B69	Franke Finland Oy
006057	MURATA MANUFACTURING CO., LTD.
00A0DC	O.N. ELECTRONIC CO., LTD.
001672	Zenway enterprise ltd
FC1F19	SAMSUNG ELECTRO-MECHANICS CO., LTD.
6CC1D2	ARRIS Group, Inc.
C8D15E	Huawei Technologies Co., Ltd
001DC4	AIOI Systems Co., Ltd.
B8E937	Sonos, Inc.
88E0F3	Juniper Networks
0010FC	BROADBAND NETWORKS, INC.
001C3D	WaveStorm
7472F2	Chipsip Technology Co., Ltd.
00405C	FUTURE SYSTEMS, INC.
000748	The Imaging Source Europe
0011E1	Arcelik A.S
0019BF	Citiway technology Co.,ltd
00099C	Naval Research Laboratory
0011CB	Jacobsons AB
001A09	Wayfarer Transit Systems Ltd
005022	ZONET TECHNOLOGY, INC.
00026A	Cocess Telecom Co., Ltd.
701A04	Liteon Tech Corp.
001FB6	Chi Lin Technology Co., Ltd.
0040CD	TERA MICROSYSTEMS, INC.
A4E0E6	FILIZOLA S.A. PESAGEM E AUTOMACAO
34D7B4	Tributary Systems, Inc.
00051B	Magic Control Technology Corporation
54E032	Juniper Networks
C8E130	Milkyway Group Ltd
746B82	MOVEK
000D9A	INFOTEC LTD
001F81	Accel Semiconductor Corp
001AC2	YEC Co.,Ltd.
8C3C4A	NAKAYO TELECOMMUNICATIONS,INC.
009078	MER TELEMANAGEMENT SOLUTIONS, LTD.
743ECB	Gentrice tech
0012B1	Dai Nippon Printing Co., Ltd
00D38D	Hotel Technology Next Generation
00D0B5	IPricot formerly DotCom
000AEC	Koatsu Gas Kogyo Co., Ltd.
B87424	Viessmann Elektronik GmbH
448312	Star-Net
6CA96F	TransPacket AS
008024	KALPANA, INC.
0015DF	Clivet S.p.A.
0014F2	CISCO SYSTEMS, INC.
0013A2	MaxStream, Inc
001278	International Bar Code
000C05	RPA Reserch Co., Ltd.
0023A8	Marshall Electronics
34A395	Apple
481A84	Pointer Telocation Ltd
000EF3	Smarthome
008034	SMT GOUPIL
849681	Cathay Communication Co.,Ltd
0019E1	Nortel
001F5B	Apple
14C21D	Sabtech Industries
B0A86E	Juniper Networks
FCA22A	PT. Callysta Multi Engineering
001013	Kontron America, Inc.
00E023	TELRAD
004087	UBITREX CORPORATION
000CD6	PARTNER TECH
801967	Shanghai Reallytek Information Technology  Co.,Ltd
000084	SUPERNET
00184C	Bogen Communications
0012B7	PTW Freiburg
00A0A2	DIGICOM S.P.A.
C43C3C	CYBELEC SA
00D0CF	MORETON BAY
002536	Oki Electric Industry Co., Ltd.
080001	COMPUTERVISION CORPORATION
A4C0E1	Nintendo Co., Ltd.
00A028	CONNER PERIPHERALS
D8182B	Conti Temic Microelectronic GmbH
B8C46F	PRIMMCON INDUSTRIES INC
D4016D	TP-LINK TECHNOLOGIES CO.,LTD.
002474	Autronica Fire And Securirty
BC0F2B	FORTUNE TECHGROUP CO.,LTD
646CB2	Samsung Electronics Co.,Ltd
004033	ADDTRON TECHNOLOGY CO., LTD.
E04B45	Hi-P Electronics Pte Ltd
0020C1	SAXA, Inc.
A0F459	FN-LINK TECHNOLOGY LIMITED
04C1B9	Fiberhome Telecommunication Tech.Co.,Ltd.
00060A	Blue2space
88E712	Whirlpool Corporation
689CE2	Cisco
0021AE	ALCATEL-LUCENT FRANCE - WTD
D41F0C	JAI Oy
0010C8	COMMUNICATIONS ELECTRONICS SECURITY GROUP
00019F	ReadyNet
001284	Lab33 Srl
74E543	Liteon Technology Corporation
00116A	Domo Ltd
0013EB	Sysmaster Corporation
581F28	Huawei Technologies Co., Ltd
209BA5	JIAXING GLEAD Electronics Co.,Ltd
0030FB	AZS Technology AG
000C7B	ALPHA PROJECT Co.,Ltd.
00C092	MENNEN MEDICAL INC.
002556	Hon Hai Precision Ind. Co., Ltd.
00609B	ASTRO-MED, INC.
000C62	ABB AB, Cewe-Control
001BE7	Postek Electronics Co., Ltd.
28A241	exlar corp
00DD07	UNGERMANN-BASS INC.
B8AF67	Hewlett-Packard Company
001C34	HUEY CHIAO INTERNATIONAL CO., LTD.
001536	Powertech co.,Ltd
001D6C	ClariPhy Communications, Inc.
0000F3	GANDALF DATA LIMITED
0026AF	Duelco A/S
80C6AB	Technicolor USA Inc.
001C76	The Wandsworth Group Ltd
002367	UniControls a.s.
00E08D	PRESSURE SYSTEMS, INC.
001770	Arti Industrial Electronics Ltd.
00118C	Missouri Department of Transportation
0006EB	Global Data
888603	HUAWEI TECHNOLOGIES CO.,LTD
4088E0	Beijing Ereneben Information Technology Limited Shenzhen Branch
0030CE	Zaffire
0006F9	Mitsui Zosen Systems Research Inc.
002177	W. L. Gore & Associates
00221A	Audio Precision
001E40	Shanghai DareGlobal Technologies  Co.,Ltd.
0090C8	WAVERIDER COMMUNICATIONS (CANADA) INC.
001F75	GiBahn Media
00D01C	SBS TECHNOLOGIES,
0007A1	VIASYS Healthcare GmbH
0050E2	CISCO SYSTEMS, INC.
001178	Chiron Technology Ltd
00214C	SAMSUNG ELECTRONICS CO., LTD.
001229	BroadEasy Technologies Co.,Ltd
002460	Giaval Science Development Co. Ltd.
001079	CISCO SYSTEMS, INC.
000E36	HEINESYS, Inc.
A87C01	Samsung Elec Co.,Ltd
04BD88	Aruba Networks
0000C1	Madge Ltd.
0000FA	MICROSAGE COMPUTER SYSTEMS INC
000C97	NV ADB TTV Technologies SA
0000BB	TRI-DATA
50FC9F	Samsung Electronics Co.,Ltd
000C6B	Kurz Industrie-Elektronik GmbH
0011AB	TRUSTABLE TECHNOLOGY CO.,LTD.
0002EA	Focus Enhancements
002656	Sansonic Electronics USA
001438	Hewlett-Packard Company
00208F	ECI TELECOM LTD.
00DD0F	UNGERMANN-BASS INC.
00076A	NEXTEYE Co., Ltd.
000CDC	BECS Technology, Inc
D0634D	Meiko Maschinenbau GmbH &amp; Co. KG
B45570	Borea
001E5A	ARRIS Group, Inc.
3CE5A6	Hangzhou H3C Technologies Co., Ltd.
1816C9	Samsung Electronics Co.,Ltd
0030B3	San Valley Systems, Inc.
001ED9	Mitsubishi Precision Co.,LTd.
0019EE	CARLO GAVAZZI CONTROLS SPA-Controls Division
789966	Musilab Electronics (DongGuan)Co.,Ltd.
0007F1	TeraBurst Networks Inc.
0026D5	Ory Solucoes em Comercio de Informatica Ltda.
90F3B7	Kirisun Communications Co., Ltd.
000653	CISCO SYSTEMS, INC.
006025	ACTIVE IMAGING PLC
64995D	LGE
0010E4	NSI CORPORATION
001A0A	Adaptive Micro-Ware Inc.
000E7A	GemWon Communications Co., Ltd.
002341	Siemens AB, Infrastructure & Cities, Building Technologies Division, IC BT SSP SP BA PR
A8A668	zte corporation
001E69	Thomson Inc.
000288	GLOBAL VILLAGE COMMUNICATION
000D22	Unitronics LTD
E8CC18	D-Link International
20DC93	Cheetah Hi-Tech, Inc.
6C6126	Rinicom Holdings
704CED	TMRG, Inc.
989449	Skyworth Wireless Technology Ltd.
00D083	INVERTEX, INC.
0015A7	Robatech AG
A4A24A	Cisco SPVTG
E4A5EF	TRON LINK ELECTRONICS CO., LTD.
009095	UNIVERSAL AVIONICS
B4CEF6	HTC Corporation
946269	Arris Group, Inc.
90342B	Gatekeeper Systems, Inc.
001969	Nortel
6036DD	Intel Corporate
A41566	Wei Fang Goertek Electronics Co.,Ltd
60D819	Hon Hai Precision Ind. Co.,Ltd.
000B5F	CISCO SYSTEMS, INC.
001210	WideRay Corp
848EDF	Sony Mobile Communications AB
DCC101	SOLiD Technologies, Inc.
00404C	HYPERTEC PTY LTD.
140D4F	Flextronics International
000A50	REMOTEK CORPORATION
0002B1	Anritsu, Ltd.
0018E9	Numata Corporation
0040CC	SILCOM MANUFG TECHNOLOGY INC.
68EC62	YODO Technology Corp. Ltd.
109836	Dell Inc.
0090AC	OPTIVISION, INC.
94E226	D. ORtiz Consulting, LLC
5C4058	Jefferson Audio Video Systems, Inc.
001D7A	Wideband Semiconductor, Inc.
00242C	Hon Hai Precision Ind. Co., Ltd.
6C9CED	CISCO SYSTEMS, INC.
001126	Venstar Inc.
0009F9	ART JAPAN CO., LTD.
446132	ecobee inc
409558	Aisino Corporation
141BF0	Intellimedia Systems Ltd
0017F3	Harris Corparation
000CAC	Citizen Watch Co., Ltd.
3C7437	RIM
ECA9FA	GUANGDONG GENIUS TECHNOLOGY CO.,LTD.
001D3F	Mitron Pty Ltd
F86601	Suzhou Chi-tek information technology Co., Ltd
001783	Texas Instruments
0005CA	Hitron Technology, Inc.
001544	coM.s.a.t. AG
000BA9	CloudShield Technologies, Inc.
08DF1F	Bose Corporation
001E15	Beech Hill Electronics
008044	SYSTECH COMPUTER CORP.
000587	Locus, Incorporated
101D51	ON-Q LLC dba ON-Q Mesh Networks
001A01	Smiths Medical
40F2E9	IBM
B04C05	Fresenius Medical Care Deutschland GmbH
001CCB	Forth Corporation Public Company Limited
00C044	EMCOM CORPORATION
184617	Samsung Electronics
547975	Nokia Corporation
0025CD	Skylane Optics
18622C	SAGEMCOM SAS
001D08	JIANGSU YINHE ELECTRONICS CO., LTD
00A0CC	LITE-ON COMMUNICATIONS, INC.
10880F	Daruma Telecomunica莽玫es e Inform谩tica S.A.
00029F	L-3 Communication Aviation Recorders
000114	KANDA TSUSHIN KOGYO CO., LTD.
000B99	SensAble Technologies, Inc.
5439DF	HUAWEI TECHNOLOGIES CO.,LTD
000045	FORD AEROSPACE & COMM. CORP.
B4CFDB	Shenzhen Jiuzhou Electric Co.,LTD
0022D4	ComWorth Co., Ltd.
001755	GE Security
0006FD	Comjet Information Systems Corp.
0009FF	X.net 2000 GmbH
D06F4A	TOPWELL INTERNATIONAL HOLDINGS LIMITED
887398	K2E Tekpoint
0001FD	Digital Voice Systems, Inc.
9067F3	Alcatel Lucent
001B42	Wise & Blue
001E93	CiriTech Systems Inc
001F90	Actiontec Electronics, Inc
000E54	AlphaCell Wireless Ltd.
A04E04	Nokia Corporation
00237F	PLANTRONICS, INC.
00E050	EXECUTONE INFORMATION SYSTEMS, INC.
001335	VS Industry Berhad
9C4E36	Intel Corporate
000973	Lenten Technology Co., Ltd.
902106	BSkyB Ltd
002405	Dilog Nordic AB
000651	Aspen Networks Inc.
002248	Microsoft Corporation
74B00C	Network Video Technologies, Inc
0010E1	S.I. TECH, INC.
00055C	Kowa Company, Ltd.
0019F6	Acconet (PTE) Ltd
000022	VISUAL TECHNOLOGY INC.
000669	Datasound Laboratories Ltd
8C71F8	Samsung Electronics Co.,Ltd
80E4DA	IEEE REGISTRATION AUTHORITY  - Please see MAM public listing for more information.
002130	Keico Hightech Inc.
000AEB	Shenzhen Tp-Link Technology Co; Ltd.
000617	Redswitch Inc.
00171F	IMV Corporation
A49981	FuJian Elite Power Tech CO.,LTD.
0015CD	Exartech International Corp.
24C9A1	Ruckus Wireless
187117	eta plus electronic gmbh
001641	Universal Global Scientific Industrial Co., Ltd.
000F49	Northover Solutions Limited
001BEB	DMP Electronics INC.
001C97	Enzytek Technology Inc.,
E0DADC	JVC KENWOOD Corporation
E01F0A	Xslent Energy Technologies. LLC
94DE0E	SmartOptics AS
50B7C3	Samsung Electronics CO., LTD
18FA6F	ISC applied systems corp
0015F5	Sustainable Energy Systems
6CF049	GIGA-BYTE TECHNOLOGY CO.,LTD.
00E0FC	HUAWEI TECHNOLOGIES CO., LTD.
000B20	Hirata corporation
00020E	ECI Telecom, Ltd
001F44	GE Transportation Systems
001D25	Samsung Electronics Co.,Ltd
000BCC	JUSAN, S.A.
00807E	SOUTHERN PACIFIC LTD.
8C2937	Apple
000B12	NURI Telecom Co., Ltd.
00117A	Singim International Corp.
687F74	Cisco-Linksys, LLC
346288	Cisco
64808B	VG Controls, Inc.
001665	Cellon France
00233C	Alflex
785517	SankyuElectronics
001148	Prolon Control Systems
843611	hyungseul publishing networks
FC3D93	LONGCHEER TELECOMMUNICATION LIMITED
68D247	Portalis LC
00220C	CISCO SYSTEMS, INC.
0030EA	TeraForce Technology Corporation
A03B1B	Inspire Tech
F42C56	SENOR TECH CO LTD
000C78	In-Tech Electronics Limited
001B5D	Vololink Pty Ltd
000E19	LogicaCMG Pty Ltd
6CA682	EDAM information & communications
00253A	CEVA, Ltd.
94B9B4	Aptos Technology
0006D9	IPM-Net S.p.A.
00073E	China Great-Wall Computer Shenzhen Co., Ltd.
001867	Datalogic ADC
046D42	Bryston Ltd.
001CC0	Intel Corporate
68FB95	Generalplus Technology Inc.
001529	N3 Corporation
0006E0	MAT Co., Ltd.
00021E	SIMTEL S.R.L.
A4FCCE	Security Expert Ltd.
000478	G. Star Technology Corporation
D4F143	IPROAD.,Inc
000826	Colorado Med Tech
001D1C	Gennet s.a.
002299	SeaMicro Inc.
000621	Hinox, Co., Ltd.
002197	ELITEGROUP COMPUTER SYSTEM
C8BCC8	Apple
78C6BB	Innovasic, Inc.
00D063	CISCO SYSTEMS, INC.
0008AF	Novatec Corporation
00907C	DIGITALCAST, INC.
00D069	TECHNOLOGIC SYSTEMS
0020FE	TOPWARE INC. / GRAND COMPUTER
00E0E9	DATA LABS, INC.
ACB74F	METEL s.r.o.
000D91	Eclipse (HQ Espana) S.L.
001434	Keri Systems, Inc
F07F0C	Leopold Kostal GmbH &Co. KG
6C504D	CISCO SYSTEMS, INC.
0018FF	PowerQuattro Co.
002244	Chengdu Linkon Communications Device Co., Ltd
00503A	DATONG ELECTRONICS LTD.
CC912B	TE Connectivity Touch Solutions
000055	COMMISSARIAT A L`ENERGIE ATOM.
001EC1	3COM EUROPE LTD
8C5877	Apple
000593	Grammar Engine Inc.
000C7C	Internet Information Image Inc.
408A9A	TITENG CO., Ltd.
38FEC5	Ellips B.V.
380E7B	V.P.S. Thai Co., Ltd
000F6C	ADDI-DATA GmbH
44D244	Seiko Epson Corporation
3CA10D	Samsung Electronics Co.,Ltd
002625	MediaSputnik
945103	Samsung Electronics
000AAF	Pipal Systems
000F21	Scientific Atlanta, Inc
00230E	Gorba AG
008014	ESPRIT SYSTEMS
94C7AF	Raylios Technology
186D99	Adanis Inc.
000504	Naray Information & Communication Enterprise
F07F06	Cisco
0090BC	TELEMANN CO., LTD.
00102E	NETWORK SYSTEMS & TECHNOLOGIES PVT. LTD.
B0B448	Texas Instruments
000709	Westerstrand Urfabrik AB
00132B	Phoenix Digital
2C625A	Finest Security Systems Co., Ltd
005053	CISCO SYSTEMS, INC.
001620	Sony Ericsson Mobile Communications AB
001419	SIDSA
003005	Fujitsu Siemens Computers
000883	Hewlett-Packard Company
0060C5	ANCOT CORP.
8C5AF0	Exeltech Solar Products
F8769B	Neopis Co., Ltd.
000473	Photonex Corporation
E8039A	Samsung Electronics CO., LTD
002190	Goliath Solutions
0040B4	NEXTCOM K.K.
64D912	Solidica, Inc.
00C00A	MICRO CRAFT
F04335	DVN(Shanghai)Ltd.
945047	Rechnerbetriebsgruppe
001939	Gigamips
00187A	Wiremold
001AED	INCOTEC GmbH
002570	Eastern Communications Company Limited
000A7E	The Advantage Group
0030B0	Convergenet Technologies
A4A4D3	Bluebank Communication Technology Co.Ltd
CCFA00	LG Electronics
5465DE	ARRIS Group, Inc.
002293	ZTE Corporation
50C58D	Juniper Networks
5C2BF5	Vivint
00151B	Isilon Systems Inc.
385AA8	Beijing Zhongdun Security Technology Development Co.
000EE3	Chiyu Technology Co.,Ltd
C81AFE	DLOGIC GmbH
00230B	ARRIS Group, Inc.
443192	Hewlett Packard
00117B	B眉chi  Labortechnik AG
A0E25A	Amicus SK, s.r.o.
F0264C	Dr. Sigrist AG
7C6B52	Tigaro Wireless
64B370	PowerComm Solutions LLC
B85AFE	Handaer Communication Technology (Beijing) Co., Ltd
006049	VINA TECHNOLOGIES
0014EF	TZero Technologies, Inc.
2CD2E7	Nokia Corporation
001618	HIVION Co., Ltd.
000A14	TECO a.s.
0020EA	EFFICIENT NETWORKS, INC.
006042	TKS (USA), INC.
A898C6	Shinbo Co., Ltd.
001BAE	Micro Control Systems, Inc
088DC8	Ryowa Electronics Co.,Ltd
CC7D37	ARRIS Group, Inc.
0023E6	Pirkus, Inc.
000BA0	T&L Information Inc.
64C944	LARK Technologies, Inc
00D08B	ADVA Optical Networking Ltd.
001ADB	ARRIS Group, Inc.
001D87	VigTech Labs Sdn Bhd
001AFE	SOFACREAL
0000CC	DENSAN CO., LTD.
0025D9	DataFab Systems Inc.
848371	Avaya, Inc
E8162B	IDEO Security Co., Ltd.
0016C9	NAT Seattle, Inc.
04DB8A	Suntech International Ltd.
00D080	EXABYTE CORPORATION
001268	IPS d.o.o.
000FD6	Sarotech Co., Ltd
D8D43C	Sony Corporation
0011BF	AESYS S.p.A.
000CFB	Korea Network Systems
0023FB	IP Datatel, LLC.
003070	1Net Corporation
000E56	4G Systems GmbH & Co. KG
1C8E8E	DB Communication & Systems Co., ltd.
00058E	Flextronics International GmbH & Co. Nfg. KG
001E61	ITEC GmbH
784476	Zioncom technology co.,ltd
0026C1	ARTRAY CO., LTD.
988217	Disruptive Ltd
202CB7	Kong Yue Electronics & Information Industry (Xinhui) Ltd.
B45253	Seagate Technology
001BA8	UBI&MOBI,.Inc
00249E	ADC-Elektronik GmbH
000CCA	HGST a Western Digital Company
70FC8C	OneAccess SA
8C278A	Vocollect Inc
B4827B	AKG Acoustics GmbH
D496DF	SUNGJIN C&T CO.,LTD
0024C3	CISCO SYSTEMS, INC.
342387	Hon Hai Precision Ind. Co.,Ltd.
00901E	Selesta Ingegneria S.p.A.
C0626B	CISCO SYSTEMS, INC.
0017F6	Pyramid Meriden Inc.
BCBAE1	AREC Inc.
9C4CAE	Mesa Labs
7093F8	Space Monkey, Inc.
0007C5	Gcom, Inc.
0023C5	Radiation Safety and Control Services Inc
8C5CA1	d-broad,INC
001C4A	AVM GmbH
009002	ALLGON AB
00264A	Apple
00307B	CISCO SYSTEMS, INC.
0009F4	Alcon Laboratories, Inc.
B0E97E	Advanced Micro Peripherals
001B25	Nortel
FC09F6	GUANGDONG TONZE ELECTRIC CO.,LTD
D0C7C0	TP-LINK TECHNOLOGIES CO.,LTD.
845DD7	Shenzhen Netcom Electronics Co.,Ltd
D0DF9A	Liteon Technology Corporation
0012F2	Brocade Communications Systems, Inc
000763	Sunniwell Cyber Tech. Co., Ltd.
8863DF	Apple
000DC8	AirMagnet, Inc
000358	Hanyang Digitech Co., Ltd.
BC6778	Apple
00047F	Chr. Mayr GmbH & Co. KG
001EC0	Microchip Technology Inc.
F4032F	Reduxio Systems
0006B1	Sonicwall
001810	IPTrade S.A.
001516	URIEL SYSTEMS INC.
001CFF	Napera Networks Inc
00E032	MISYS FINANCIAL SYSTEMS, LTD.
000670	Upponetti Oy
00172D	Axcen Photonics Corporation
5CF50D	Institute of microelectronic applications
702393	fos4X GmbH
001988	Wi2Wi, Inc
28DB81	Shanghai Guao Electronic Technology Co., Ltd
0060EA	StreamLogic
2C0033	EControls, LLC
503F56	Syncmold Enterprise Corp
F0D14F	LINEAR LLC
001CCC	Research In Motion Limited
